login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,label
h4zZ,https://api.github.com/users/h4zZ,https://github.com/h4zZ,https://api.github.com/users/h4zZ/repos,4,2,0,2,{'C++'},Bad
clemcke,https://api.github.com/users/clemcke,https://github.com/clemcke,https://api.github.com/users/clemcke/repos,12,12,1,12,"{'Ruby', 'CoffeeScript', 'JavaScript', 'Shell'}",Bad
gr8boy,https://api.github.com/users/gr8boy,https://github.com/gr8boy,https://api.github.com/users/gr8boy/repos,5,1,0,1,set(),Bad
vitohuang,https://api.github.com/users/vitohuang,https://github.com/vitohuang,https://api.github.com/users/vitohuang/repos,7,4,1,4,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'Python', 'Jupyter Notebook', 'HTML'}",Bad
bxio,https://api.github.com/users/bxio,https://github.com/bxio,https://api.github.com/users/bxio/repos,12,2,5,2,"{'Assembly', 'Shell', 'HTML', 'Java', 'JavaScript', 'Python', 'CSS', 'C#', 'TeX', 'CoffeeScript', 'Visual Basic'}",Bad
nvdm,https://api.github.com/users/nvdm,https://github.com/nvdm,https://api.github.com/users/nvdm/repos,4,0,0,0,set(),Bad
neurosurge,https://api.github.com/users/neurosurge,https://github.com/neurosurge,https://api.github.com/users/neurosurge/repos,3,2,0,2,"{'JavaScript', 'Java'}",Bad
jaacob,https://api.github.com/users/jaacob,https://github.com/jaacob,https://api.github.com/users/jaacob/repos,9,5,1,5,"{'Shell', 'Ruby', 'Java', 'JavaScript', 'CSS', 'Python', 'HTML'}",Bad
SvenMeyer,https://api.github.com/users/SvenMeyer,https://github.com/SvenMeyer,https://api.github.com/users/SvenMeyer/repos,16,5,1,5,"{'TypeScript', 'Solidity', 'JavaScript', 'Python', 'HTML'}",Bad
bstern,https://api.github.com/users/bstern,https://github.com/bstern,https://api.github.com/users/bstern/repos,6,0,0,0,set(),Bad
samuelPogioNet,https://api.github.com/users/samuelPogioNet,https://github.com/samuelPogioNet,https://api.github.com/users/samuelPogioNet/repos,4,1,1,1,{'Ruby'},Bad
cfox,https://api.github.com/users/cfox,https://github.com/cfox,https://api.github.com/users/cfox/repos,15,9,5,9,"{'Ruby', 'Java', 'JavaScript', 'Scala', 'Clojure', 'Python', 'C#', 'CSS', 'C++', 'HTML'}",Bad
membase,https://api.github.com/users/membase,https://github.com/membase,https://api.github.com/users/membase/repos,37,575,288,575,"{'Ruby', 'JavaScript', 'C', 'Python', 'C++', 'Erlang', 'Java'}",Excellent
rjw1,https://api.github.com/users/rjw1,https://github.com/rjw1,https://api.github.com/users/rjw1/repos,60,9,4,9,"{'Shell', 'Puppet', 'Ruby', 'Java', 'JavaScript', 'CSS', 'Go', 'Perl', 'HTML'}",Bad
tomtev,https://api.github.com/users/tomtev,https://github.com/tomtev,https://api.github.com/users/tomtev/repos,97,4,0,4,"{'Shell', 'JavaScript', 'CSS', 'Vue', 'PHP', 'HTML'}",Bad
nickhodge,https://api.github.com/users/nickhodge,https://github.com/nickhodge,https://api.github.com/users/nickhodge/repos,41,95,27,95,"{'Python', 'C#', 'JavaScript', 'Ruby'}",Excellent
kbellubbi,https://api.github.com/users/kbellubbi,https://github.com/kbellubbi,https://api.github.com/users/kbellubbi/repos,2,0,0,0,set(),Bad
andriijas,https://api.github.com/users/andriijas,https://github.com/andriijas,https://api.github.com/users/andriijas/repos,140,84,33,84,"{'Python', 'JavaScript', 'TypeScript'}",Excellent
tapehiss5000,https://api.github.com/users/tapehiss5000,https://github.com/tapehiss5000,https://api.github.com/users/tapehiss5000/repos,3,2,0,2,set(),Bad
cflewis,https://api.github.com/users/cflewis,https://github.com/cflewis,https://api.github.com/users/cflewis/repos,62,60,31,60,"{'R', 'Ruby', 'Scala', 'Clojure', 'Python', 'Vue', 'Java'}",Excellent
sudansh,https://api.github.com/users/sudansh,https://github.com/sudansh,https://api.github.com/users/sudansh/repos,10,1,0,1,"{'Kotlin', 'JavaScript', 'Java'}",Bad
leandropincini,https://api.github.com/users/leandropincini,https://github.com/leandropincini,https://api.github.com/users/leandropincini/repos,35,10,0,10,"{'Java', 'VimL', 'Emacs Lisp'}",Bad
deadcubans,https://api.github.com/users/deadcubans,https://github.com/deadcubans,https://api.github.com/users/deadcubans/repos,3,2,0,2,set(),Bad
mpagalan,https://api.github.com/users/mpagalan,https://github.com/mpagalan,https://api.github.com/users/mpagalan/repos,30,21,7,21,"{'Ruby', 'JavaScript', 'HTML', 'Java'}",Bad
mtaus,https://api.github.com/users/mtaus,https://github.com/mtaus,https://api.github.com/users/mtaus/repos,7,2,2,2,"{'Ruby', 'JavaScript', 'PHP'}",Bad
evansagge,https://api.github.com/users/evansagge,https://github.com/evansagge,https://api.github.com/users/evansagge/repos,15,20,8,20,"{'Ruby', 'JavaScript', 'C', 'Vim Script', 'PHP'}",Bad
vivpuri,https://api.github.com/users/vivpuri,https://github.com/vivpuri,https://api.github.com/users/vivpuri/repos,4,0,0,0,set(),Bad
alfredtruong,https://api.github.com/users/alfredtruong,https://github.com/alfredtruong,https://api.github.com/users/alfredtruong/repos,3,2,1,2,"{'Python', 'C++', 'Jupyter Notebook'}",Bad
pkarjala-zz,https://api.github.com/users/pkarjala-zz,https://github.com/pkarjala-zz,https://api.github.com/users/pkarjala-zz/repos,4,2,0,2,set(),Bad
vbmendes,https://api.github.com/users/vbmendes,https://github.com/vbmendes,https://api.github.com/users/vbmendes/repos,102,92,15,92,"{'Python', 'Lua', 'PHP', 'Ruby'}",Average
monnoval,https://api.github.com/users/monnoval,https://github.com/monnoval,https://api.github.com/users/monnoval/repos,6,1,0,1,"{'JavaScript', 'Vim Script', 'Python', 'VimL', 'PHP'}",Bad
jamsjr,https://api.github.com/users/jamsjr,https://github.com/jamsjr,https://api.github.com/users/jamsjr/repos,3,4,1,4,{'Python'},Bad
akiko,https://api.github.com/users/akiko,https://github.com/akiko,https://api.github.com/users/akiko/repos,4,2,0,2,{'JavaScript'},Bad
jallspaw,https://api.github.com/users/jallspaw,https://github.com/jallspaw,https://api.github.com/users/jallspaw/repos,82,32,8,32,"{'PHP', 'JavaScript', 'Shell', 'HTML'}",Average
dynport,https://api.github.com/users/dynport,https://github.com/dynport,https://api.github.com/users/dynport/repos,1,459,80,459,"{'Ruby', 'Go', 'Shell', 'Python'}",Average
mogorman,https://api.github.com/users/mogorman,https://github.com/mogorman,https://api.github.com/users/mogorman/repos,31,20,0,20,"{'Assembly', 'Elixir', 'HTML', 'JavaScript', 'Emacs Lisp', 'C', 'Python', 'C++', 'Nix', 'KiCad', 'Go', 'Java'}",Bad
stefanosalvador,https://api.github.com/users/stefanosalvador,https://github.com/stefanosalvador,https://api.github.com/users/stefanosalvador/repos,5,1,2,1,"{'Ruby', 'Kotlin', 'Jupyter Notebook', 'Java'}",Bad
automata,https://api.github.com/users/automata,https://github.com/automata,https://api.github.com/users/automata/repos,320,1347,162,1347,"{'Arduino', 'JavaScript', 'Python', 'CSS', 'Rouge', 'HTML'}",Excellent
wattsferry,https://api.github.com/users/wattsferry,https://github.com/wattsferry,https://api.github.com/users/wattsferry/repos,15,0,1,0,"{'XQuery', 'Java'}",Bad
bitcrave,https://api.github.com/users/bitcrave,https://github.com/bitcrave,https://api.github.com/users/bitcrave/repos,5,0,0,0,{'JavaScript'},Bad
dxue,https://api.github.com/users/dxue,https://github.com/dxue,https://api.github.com/users/dxue/repos,3,2,0,2,set(),Bad
rbochet,https://api.github.com/users/rbochet,https://github.com/rbochet,https://api.github.com/users/rbochet/repos,14,49,24,49,"{'Shell', 'JavaScript', 'C', 'Objective-C', 'CoffeeScript', 'PHP', 'Go', 'Java'}",Average
seven1240,https://api.github.com/users/seven1240,https://github.com/seven1240,https://api.github.com/users/seven1240/repos,245,114,326,114,"{'JavaScript', 'C', 'Python', 'C#', 'C++', 'Erlang'}",Excellent
kwhinnery,https://api.github.com/users/kwhinnery,https://github.com/kwhinnery,https://api.github.com/users/kwhinnery/repos,819,51,28,51,"{'TypeScript', 'Shell', 'HTML', 'JavaScript', 'Objective-C', 'CSS', 'Astro', 'PHP', 'Java'}",Excellent
hara,https://api.github.com/users/hara,https://github.com/hara,https://api.github.com/users/hara/repos,4,4,3,4,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'VimL', 'Go'}",Bad
decode,https://api.github.com/users/decode,https://github.com/decode,https://api.github.com/users/decode/repos,12,13,0,13,"{'Ruby', 'Java', 'CSS', 'Python', 'VimL', 'PHP', 'Emacs Lisp'}",Bad
ixx,https://api.github.com/users/ixx,https://github.com/ixx,https://api.github.com/users/ixx/repos,5,2,0,2,set(),Bad
jmsdncn,https://api.github.com/users/jmsdncn,https://github.com/jmsdncn,https://api.github.com/users/jmsdncn/repos,0,0,0,0,"{'CSS', 'Go', 'HTML'}",Bad
wahoobill,https://api.github.com/users/wahoobill,https://github.com/wahoobill,https://api.github.com/users/wahoobill/repos,3,2,0,2,set(),Bad
oxy86,https://api.github.com/users/oxy86,https://github.com/oxy86,https://api.github.com/users/oxy86/repos,17,23,16,23,"{'Shell', 'Java', 'JavaScript', 'CSS', 'C++', 'PHP', 'Tcl', 'HTML'}",Bad
JEEN,https://api.github.com/users/JEEN,https://github.com/JEEN,https://api.github.com/users/JEEN/repos,34,31,7,31,"{'GCC Machine Description', 'JavaScript', 'Python', 'C#', 'Perl', 'HTML'}",Average
weiqisoma,https://api.github.com/users/weiqisoma,https://github.com/weiqisoma,https://api.github.com/users/weiqisoma/repos,4,0,0,0,{'JavaScript'},Bad
OneSadCookie,https://api.github.com/users/OneSadCookie,https://github.com/OneSadCookie,https://api.github.com/users/OneSadCookie/repos,34,51,11,51,"{'Pascal', 'Ruby', 'C', 'Swift', 'Objective-C', 'Lua', 'C++', 'Haskell', 'Rust', 'ooc'}",Average
dfreedm,https://api.github.com/users/dfreedm,https://github.com/dfreedm,https://api.github.com/users/dfreedm/repos,516,6,5,6,"{'Java', 'JavaScript', 'Scala', 'CSS', 'VimL', 'Go', 'HTML'}",Bad
frese,https://api.github.com/users/frese,https://github.com/frese,https://api.github.com/users/frese/repos,9,7,3,7,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'C', 'Python', 'C#', 'Lua', 'CoffeeScript', 'Go'}",Bad
fangamer,https://api.github.com/users/fangamer,https://github.com/fangamer,https://api.github.com/users/fangamer/repos,1,6,1,6,"{'CSS', 'CoffeeScript'}",Bad
brianglass,https://api.github.com/users/brianglass,https://github.com/brianglass,https://api.github.com/users/brianglass/repos,27,80,17,80,"{'HCL', 'JavaScript', 'Python', 'Go', 'HTML'}",Average
digicide,https://api.github.com/users/digicide,https://github.com/digicide,https://api.github.com/users/digicide/repos,3,3,0,3,"{'Python', 'JavaScript', 'TypeScript'}",Bad
Benjaminsson,https://api.github.com/users/Benjaminsson,https://github.com/Benjaminsson,https://api.github.com/users/Benjaminsson/repos,11,5,0,5,"{'PHP', 'C#', 'JavaScript', 'TypeScript'}",Bad
zero-jt,https://api.github.com/users/zero-jt,https://github.com/zero-jt,https://api.github.com/users/zero-jt/repos,4,0,0,0,"{'Python', 'JavaScript'}",Bad
jcalado,https://api.github.com/users/jcalado,https://github.com/jcalado,https://api.github.com/users/jcalado/repos,27,33,8,33,"{'Dart', 'TypeScript', 'Ruby', 'JavaScript', 'C', 'Objective-C', 'CSS', 'Python', 'C#', 'C++', 'PHP'}",Average
sebasgj821018,https://api.github.com/users/sebasgj821018,https://github.com/sebasgj821018,https://api.github.com/users/sebasgj821018/repos,4,0,0,0,"{'TeX', 'HTML', 'Jupyter Notebook', 'R'}",Bad
sophaktra,https://api.github.com/users/sophaktra,https://github.com/sophaktra,https://api.github.com/users/sophaktra/repos,3,2,0,2,set(),Bad
plum,https://api.github.com/users/plum,https://github.com/plum,https://api.github.com/users/plum/repos,4,1,0,1,"{'C', 'HTML'}",Bad
alexwatt,https://api.github.com/users/alexwatt,https://github.com/alexwatt,https://api.github.com/users/alexwatt/repos,3,2,0,2,{'Ruby'},Bad
tiagoantao,https://api.github.com/users/tiagoantao,https://github.com/tiagoantao,https://api.github.com/users/tiagoantao/repos,274,496,256,496,"{'Shell', 'TypeScript', 'OpenEdge ABL', 'JavaScript', 'C', 'Clojure', 'Python', 'Jupyter Notebook', 'Gnuplot'}",Excellent
skyl,https://api.github.com/users/skyl,https://github.com/skyl,https://api.github.com/users/skyl/repos,142,27,9,27,"{'Ruby', 'JavaScript', 'Clojure', 'Python', 'CoffeeScript', 'Go', 'Java'}",Bad
svendahlstrand,https://api.github.com/users/svendahlstrand,https://github.com/svendahlstrand,https://api.github.com/users/svendahlstrand/repos,86,386,42,386,"{'Assembly', 'Shell', 'HTML', 'Ruby', 'JavaScript', 'AppleScript', 'C', 'Objective-C', 'CSS', 'C++', 'Makefile', 'CoffeeScript', 'Java'}",Excellent
sladen,https://api.github.com/users/sladen,https://github.com/sladen,https://api.github.com/users/sladen/repos,18,50,7,50,"{'HTML', 'JavaScript', 'C', 'XSLT', 'Python', 'C#', 'C++', 'Makefile', 'TeX', 'Perl', 'Java'}",Average
mpuglin,https://api.github.com/users/mpuglin,https://github.com/mpuglin,https://api.github.com/users/mpuglin/repos,6,0,0,0,"{'Python', 'Rust', 'Shell', 'Java'}",Bad
bfulton,https://api.github.com/users/bfulton,https://github.com/bfulton,https://api.github.com/users/bfulton/repos,24,7,1,7,"{'JavaScript', 'Shell', 'Java'}",Bad
chancejiang,https://api.github.com/users/chancejiang,https://github.com/chancejiang,https://api.github.com/users/chancejiang/repos,21,15,0,15,"{'TypeScript', 'Ruby', 'JavaScript', 'Python', 'CSS', 'CoffeeScript', 'PHP', 'HTML'}",Bad
christianhager,https://api.github.com/users/christianhager,https://github.com/christianhager,https://api.github.com/users/christianhager/repos,8,25,4,25,"{'Ruby', 'JavaScript'}",Bad
phiferd,https://api.github.com/users/phiferd,https://github.com/phiferd,https://api.github.com/users/phiferd/repos,10,2,1,2,"{'TypeScript', 'HTML', 'JavaScript', 'Objective-C', 'C++', 'Kotlin', 'Java'}",Bad
lakerhy,https://api.github.com/users/lakerhy,https://github.com/lakerhy,https://api.github.com/users/lakerhy/repos,5,5,1,5,"{'JavaScript', 'C', 'Objective-C', 'CSS', 'HTML'}",Bad
Wallbraker,https://api.github.com/users/Wallbraker,https://github.com/Wallbraker,https://api.github.com/users/Wallbraker/repos,51,18,3,18,"{'D', 'C', 'Volt', 'C#', 'Lua', 'C++', 'LLVM'}",Bad
watkyn,https://api.github.com/users/watkyn,https://github.com/watkyn,https://api.github.com/users/watkyn/repos,12,28,9,28,"{'Arduino', 'Ruby', 'Swift', 'Objective-C', 'Python', 'HTML'}",Bad
pen2,https://api.github.com/users/pen2,https://github.com/pen2,https://api.github.com/users/pen2/repos,8,1,0,1,{'HTML'},Bad
chaunceyt,https://api.github.com/users/chaunceyt,https://github.com/chaunceyt,https://api.github.com/users/chaunceyt/repos,29,1,0,1,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'CSS', 'Makefile', 'PHP', 'HTML'}",Bad
SamirTalwar,https://api.github.com/users/SamirTalwar,https://github.com/SamirTalwar,https://api.github.com/users/SamirTalwar/repos,196,83,17,83,"{'TypeScript', 'Shell', 'Ruby', 'Java', 'JavaScript', 'Scala', 'Agda', 'Clojure', 'Python', 'C#', 'Haskell', 'Nix', 'Rust', 'Elm', 'HTML'}",Average
jehng,https://api.github.com/users/jehng,https://github.com/jehng,https://api.github.com/users/jehng/repos,4,2,0,2,{'JavaScript'},Bad
lucianocosta,https://api.github.com/users/lucianocosta,https://github.com/lucianocosta,https://api.github.com/users/lucianocosta/repos,28,102,66,102,"{'JavaScript', 'HTML', 'Shell', 'Java'}",Good
zbbz,https://api.github.com/users/zbbz,https://github.com/zbbz,https://api.github.com/users/zbbz/repos,3,2,0,2,{'JavaScript'},Bad
matsu-hide8,https://api.github.com/users/matsu-hide8,https://github.com/matsu-hide8,https://api.github.com/users/matsu-hide8/repos,19,14,1,14,"{'TypeScript', 'Dockerfile', 'HTML', 'JavaScript', 'Python', 'PHP', 'Java'}",Bad
salmanshafiq,https://api.github.com/users/salmanshafiq,https://github.com/salmanshafiq,https://api.github.com/users/salmanshafiq/repos,5,2,0,2,{'JavaScript'},Bad
felixvisee,https://api.github.com/users/felixvisee,https://github.com/felixvisee,https://api.github.com/users/felixvisee/repos,81,297,14,297,"{'Ruby', 'Swift', 'Objective-C'}",Average
danielguerreiro15,https://api.github.com/users/danielguerreiro15,https://github.com/danielguerreiro15,https://api.github.com/users/danielguerreiro15/repos,4,2,0,2,{'JavaScript'},Bad
aymerick,https://api.github.com/users/aymerick,https://github.com/aymerick,https://api.github.com/users/aymerick/repos,39,859,146,859,"{'Arduino', 'Ruby', 'JavaScript', 'C', 'CSS', 'C++', 'CoffeeScript', 'Go', 'HTML'}",Excellent
c0d3x42,https://api.github.com/users/c0d3x42,https://github.com/c0d3x42,https://api.github.com/users/c0d3x42/repos,13,2,1,2,"{'Shell', 'TypeScript', 'JavaScript', 'C', 'Lua', 'C++', 'Makefile', 'Java'}",Bad
slau,https://api.github.com/users/slau,https://github.com/slau,https://api.github.com/users/slau/repos,8,22,2,22,"{'JavaScript', 'Objective-C', 'Python', 'C#', 'Java'}",Bad
bulldogger21,https://api.github.com/users/bulldogger21,https://github.com/bulldogger21,https://api.github.com/users/bulldogger21/repos,4,11,1,11,{'Ruby'},Bad
tmertz,https://api.github.com/users/tmertz,https://github.com/tmertz,https://api.github.com/users/tmertz/repos,9,0,0,0,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'PHP'}",Bad
tc50cal,https://api.github.com/users/tc50cal,https://github.com/tc50cal,https://api.github.com/users/tc50cal/repos,4,69,6,69,"{'Vim script', 'Python', 'TypeScript', 'Jupyter Notebook'}",Average
levenfeld,https://api.github.com/users/levenfeld,https://github.com/levenfeld,https://api.github.com/users/levenfeld/repos,4,0,0,0,{'Python'},Bad
rodolfoliviero,https://api.github.com/users/rodolfoliviero,https://github.com/rodolfoliviero,https://api.github.com/users/rodolfoliviero/repos,40,42,13,42,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'Java'}",Average
endolith,https://api.github.com/users/endolith,https://github.com/endolith,https://api.github.com/users/endolith/repos,279,13,3,13,"{'HTML', 'JavaScript', 'Python', 'C++', 'Cython'}",Bad
weigj,https://api.github.com/users/weigj,https://github.com/weigj,https://api.github.com/users/weigj/repos,12,130,49,130,"{'Python', 'Go'}",Average
rahulSinha,https://api.github.com/users/rahulSinha,https://github.com/rahulSinha,https://api.github.com/users/rahulSinha/repos,4,2,0,2,{'PHP'},Bad
rumo,https://api.github.com/users/rumo,https://github.com/rumo,https://api.github.com/users/rumo/repos,3,0,0,0,"{'Python', 'Jupyter Notebook'}",Bad
TheStorm,https://api.github.com/users/TheStorm,https://github.com/TheStorm,https://api.github.com/users/TheStorm/repos,4,8,1,8,{'C#'},Bad
cbillen,https://api.github.com/users/cbillen,https://github.com/cbillen,https://api.github.com/users/cbillen/repos,7,0,0,0,{'Ruby'},Bad
rdougan,https://api.github.com/users/rdougan,https://github.com/rdougan,https://api.github.com/users/rdougan/repos,93,84,19,84,"{'Ruby', 'CoffeeScript', 'JavaScript', 'Objective-C'}",Average
guenter,https://api.github.com/users/guenter,https://github.com/guenter,https://api.github.com/users/guenter/repos,210,278,55,278,"{'Ruby', 'JavaScript', 'Scala', 'Python', 'Jupyter Notebook', 'Vue', 'Go', 'Groovy', 'Java'}",Excellent
f10i,https://api.github.com/users/f10i,https://github.com/f10i,https://api.github.com/users/f10i/repos,9,1,0,1,"{'Ruby', 'PHP'}",Bad
jrossi,https://api.github.com/users/jrossi,https://github.com/jrossi,https://api.github.com/users/jrossi/repos,81,5,1,5,"{'Shell', 'Ruby', 'C', 'VimL', 'Python', 'Lua', 'CSS', 'Makefile', 'Go', 'Groovy', 'HTML'}",Bad
JezC,https://api.github.com/users/JezC,https://github.com/JezC,https://api.github.com/users/JezC/repos,6,10,4,10,"{'Ruby', 'JavaScript', 'Shell'}",Bad
jbenesch,https://api.github.com/users/jbenesch,https://github.com/jbenesch,https://api.github.com/users/jbenesch/repos,15,13,1,13,"{'CSS', 'JavaScript', 'PHP', 'Shell'}",Bad
ysakaki,https://api.github.com/users/ysakaki,https://github.com/ysakaki,https://api.github.com/users/ysakaki/repos,8,1,0,1,{'Ruby'},Bad
azendal,https://api.github.com/users/azendal,https://github.com/azendal,https://api.github.com/users/azendal/repos,99,228,48,228,"{'Ruby', 'CSS', 'JavaScript', 'Python'}",Excellent
dhakimzadeh,https://api.github.com/users/dhakimzadeh,https://github.com/dhakimzadeh,https://api.github.com/users/dhakimzadeh/repos,5,1,0,1,"{'HTML', 'JavaScript', 'CSS', 'CoffeeScript', 'PHP', 'Java'}",Bad
szsmiga,https://api.github.com/users/szsmiga,https://github.com/szsmiga,https://api.github.com/users/szsmiga/repos,4,0,0,0,set(),Bad
victormanoliu,https://api.github.com/users/victormanoliu,https://github.com/victormanoliu,https://api.github.com/users/victormanoliu/repos,3,2,0,2,set(),Bad
preed,https://api.github.com/users/preed,https://github.com/preed,https://api.github.com/users/preed/repos,35,54,10,54,"{'Shell', 'Python', 'TeX', 'PHP', 'CMake', 'HTML'}",Average
mharris717,https://api.github.com/users/mharris717,https://github.com/mharris717,https://api.github.com/users/mharris717/repos,29,10,3,10,"{'Shell', 'Ruby', 'JavaScript', 'Clojure', 'Groovy'}",Bad
shanecelis,https://api.github.com/users/shanecelis,https://github.com/shanecelis,https://api.github.com/users/shanecelis/repos,143,33,1,33,"{'Shell', 'C', 'Clojure', 'CSS', 'C#', 'WGSL', 'Rust'}",Average
okomok,https://api.github.com/users/okomok,https://github.com/okomok,https://api.github.com/users/okomok/repos,67,132,6,132,"{'JavaScript', 'Scala', 'C++', 'VimL', 'TeX'}",Average
djsutherland,https://api.github.com/users/djsutherland,https://github.com/djsutherland,https://api.github.com/users/djsutherland/repos,266,334,27,334,"{'Shell', 'JavaScript', 'Python', 'TeX', 'HTML'}",Excellent
noriaki,https://api.github.com/users/noriaki,https://github.com/noriaki,https://api.github.com/users/noriaki/repos,15,9,4,9,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'Emacs Lisp'}",Bad
rcmorano,https://api.github.com/users/rcmorano,https://github.com/rcmorano,https://api.github.com/users/rcmorano/repos,84,41,9,41,"{'HCL', 'Shell', 'Ruby', 'C', 'Python', 'C++', 'Go'}",Average
uhef,https://api.github.com/users/uhef,https://github.com/uhef,https://api.github.com/users/uhef/repos,21,45,9,45,"{'Assembly', 'Shell', 'TypeScript', 'JavaScript', 'Scala', 'Clojure', 'CSS', 'C#', 'C++', 'Haskell', 'Java'}",Average
aspitzer,https://api.github.com/users/aspitzer,https://github.com/aspitzer,https://api.github.com/users/aspitzer/repos,3,3,0,3,"{'Clojure', 'CSS', 'PHP'}",Bad
muddassirgm,https://api.github.com/users/muddassirgm,https://github.com/muddassirgm,https://api.github.com/users/muddassirgm/repos,3,2,0,2,{'Ruby'},Bad
Rogers-zz,https://api.github.com/users/Rogers-zz,https://github.com/Rogers-zz,https://api.github.com/users/Rogers-zz/repos,4,2,1,2,{'C'},Bad
turnerz5,https://api.github.com/users/turnerz5,https://github.com/turnerz5,https://api.github.com/users/turnerz5/repos,4,2,0,2,set(),Bad
mhidalgo,https://api.github.com/users/mhidalgo,https://github.com/mhidalgo,https://api.github.com/users/mhidalgo/repos,6,3,0,3,"{'Dart', 'Ruby'}",Bad
masdaq,https://api.github.com/users/masdaq,https://github.com/masdaq,https://api.github.com/users/masdaq/repos,3,1,0,1,{'JavaScript'},Bad
rafacv,https://api.github.com/users/rafacv,https://github.com/rafacv,https://api.github.com/users/rafacv/repos,70,49,2,49,"{'Elixir', 'Ruby', 'JavaScript', 'C', 'Python', 'C++', 'CoffeeScript', 'Java'}",Average
past,https://api.github.com/users/past,https://github.com/past,https://api.github.com/users/past/repos,88,98,19,98,"{'HTML', 'JavaScript', 'Python', 'C++', 'Java'}",Average
dipankars,https://api.github.com/users/dipankars,https://github.com/dipankars,https://api.github.com/users/dipankars/repos,4,0,0,0,{'JavaScript'},Bad
naokie,https://api.github.com/users/naokie,https://github.com/naokie,https://api.github.com/users/naokie/repos,28,5,1,5,"{'Dart', 'Shell', 'Elixir', 'Ruby', 'JavaScript', 'CSS', 'Vue', 'CoffeeScript', 'Elm', 'Go', 'HTML'}",Bad
condo,https://api.github.com/users/condo,https://github.com/condo,https://api.github.com/users/condo/repos,3,2,0,2,set(),Bad
lukhnos,https://api.github.com/users/lukhnos,https://github.com/lukhnos,https://api.github.com/users/lukhnos/repos,220,1089,213,1089,"{'Ruby', 'Swift', 'Objective-C', 'Python', 'C++', 'CoffeeScript', 'Java'}",Excellent
cushuranada,https://api.github.com/users/cushuranada,https://github.com/cushuranada,https://api.github.com/users/cushuranada/repos,3,2,0,2,{'JavaScript'},Bad
kostiantyn-kucher,https://api.github.com/users/kostiantyn-kucher,https://github.com/kostiantyn-kucher,https://api.github.com/users/kostiantyn-kucher/repos,2,2,3,2,{'TeX'},Bad
izquierdo,https://api.github.com/users/izquierdo,https://github.com/izquierdo,https://api.github.com/users/izquierdo/repos,11,14,15,14,"{'Python', 'Java'}",Bad
giscard,https://api.github.com/users/giscard,https://github.com/giscard,https://api.github.com/users/giscard/repos,3,2,0,2,{'JavaScript'},Bad
nleush,https://api.github.com/users/nleush,https://github.com/nleush,https://api.github.com/users/nleush/repos,33,58,13,58,"{'Python', 'CSS', 'JavaScript', 'HTML'}",Average
sensei-zz,https://api.github.com/users/sensei-zz,https://github.com/sensei-zz,https://api.github.com/users/sensei-zz/repos,3,2,0,2,set(),Bad
tylerc,https://api.github.com/users/tylerc,https://github.com/tylerc,https://api.github.com/users/tylerc/repos,24,42,14,42,"{'Haxe', 'TypeScript', 'Ruby', 'JavaScript', 'Swift', 'CSS', 'C#', 'Python', 'C++', 'Erlang', 'Rust'}",Average
cryos,https://api.github.com/users/cryos,https://github.com/cryos,https://api.github.com/users/cryos/repos,198,357,176,357,"{'FORTRAN', 'JavaScript', 'CSS', 'C++', 'CMake'}",Excellent
gaoyun,https://api.github.com/users/gaoyun,https://github.com/gaoyun,https://api.github.com/users/gaoyun/repos,3,0,0,0,set(),Bad
vrybas,https://api.github.com/users/vrybas,https://github.com/vrybas,https://api.github.com/users/vrybas/repos,58,23,9,23,"{'Shell', 'Ruby', 'JavaScript', 'AppleScript', 'Vim script', 'Objective-C', 'VimL', 'Go', 'Java'}",Bad
bulletgani,https://api.github.com/users/bulletgani,https://github.com/bulletgani,https://api.github.com/users/bulletgani/repos,4,0,0,0,"{'Ruby', 'JavaScript', 'Java'}",Bad
timchesney,https://api.github.com/users/timchesney,https://github.com/timchesney,https://api.github.com/users/timchesney/repos,3,1,0,1,{'Astro'},Bad
ngxuanmui,https://api.github.com/users/ngxuanmui,https://github.com/ngxuanmui,https://api.github.com/users/ngxuanmui/repos,5,2,3,2,"{'PHP', 'JavaScript'}",Bad
igloobentwicket,https://api.github.com/users/igloobentwicket,https://github.com/igloobentwicket,https://api.github.com/users/igloobentwicket/repos,4,2,0,2,"{'JavaScript', 'TypeScript'}",Bad
svs,https://api.github.com/users/svs,https://github.com/svs,https://api.github.com/users/svs/repos,50,31,29,31,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'Sass', 'Emacs Lisp'}",Excellent
jecassis,https://api.github.com/users/jecassis,https://github.com/jecassis,https://api.github.com/users/jecassis/repos,3,6,0,6,"{'C#', 'C++', 'TypeScript', 'C'}",Bad
strawmann,https://api.github.com/users/strawmann,https://github.com/strawmann,https://api.github.com/users/strawmann/repos,4,0,0,0,set(),Bad
toniowhola,https://api.github.com/users/toniowhola,https://github.com/toniowhola,https://api.github.com/users/toniowhola/repos,6,0,0,0,set(),Bad
